restaurant_name,restaurant_type,rating,num_ratings,avg_cost,has_online_order,has_table_booking,cuisines,area,address
Albert Bakery,Bakery,4.3,346,150.0,0,0,"Bakery, Fast Food",Frazer Town,Frazer Town
Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000.0,0,1,Modern Indian,Brigade Road,Residency Road
Alchemy Coffee Roasters,Cafe,4.2,704,500.0,0,0,Cafe,Basavanagudi,Jayanagar
Alfa Family Restaurant,Casual Dining,3.0,27,400.0,0,0,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden
Alfresco By Bene -Sheraton Grand Bangalore Hotel At...,"Bar, Casual Dining",3.7,77,2000.0,0,1,Continental,Malleshwaram,Malleshwaram
Al-Hyatt,Quick Bites,3.5,40,300.0,0,0,"Biryani, Chinese",Koramangala 6Th Block,Ejipura
Ali Snacks Point,Quick Bites,3.4,5,150.0,1,0,"Chinese, Momos",Malleshwaram,Malleshwaram
Alibaba Cafe And Restaurant,Casual Dining,2.9,55,700.0,0,0,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar
Alibi - Maya International Hotel,Casual Dining,1.8,224,1200.0,0,0,"North Indian, Continental, Chinese",Brigade Road,Church Street
Aliensip,Beverage Shop,3.6,11,200.0,1,0,Juices,Bannerghatta Road,Btm
Alif Restaurant,Casual Dining,3.6,26,600.0,1,0,"North Indian, Chinese",Bannerghatta Road,Jp Nagar
Aligarh House,Delivery,4.4,98,400.0,1,0,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala
Alikemom,"Takeaway, Delivery",2.8,40,300.0,1,0,North Indian,Electronic City,Electronic City
All Aromas,Quick Bites,2.8,40,400.0,1,0,"North Indian, Biryani",Basavanagudi,Jayanagar
All Saints Bakery,Bakery,3.6,23,200.0,0,0,Bakery,Brigade Road,Brigade Road
All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300.0,1,0,"Desserts, Beverages",Brookefield,Marathahalli
All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300.0,1,0,"Desserts, Beverages",Malleshwaram,Rajajinagar
Allahabadi Tadaka,Casual Dining,2.9,46,250.0,0,0,North Indian,Indiranagar,Domlur
Allana Kabab,Quick Bites,3.3,4,200.0,0,0,North Indian,Church Street,Richmond Road
Alloro - The Oterra,Fine Dining,4.0,63,2500.0,0,1,Italian,Electronic City,Electronic City
Al-Madina,"Takeaway, Delivery",3.3,8,500.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm
Al-Madina Restaurant,Casual Dining,3.4,22,400.0,0,0,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market
Al-Marhaba Restaurant,Quick Bites,2.8,40,400.0,1,0,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,Btm
Al-Noor Restaurant,Quick Bites,2.8,40,400.0,1,0,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara
Alpha - House Of Biryani & Tandoor,Casual Dining,3.3,387,800.0,1,0,"Biryani, North Indian, Chinese",Brookefield,Whitefield
Al-Sidique,Quick Bites,4.0,314,400.0,1,0,"North Indian, Chinese",Rajajinagar,Vijay Nagar
Alt,"Bar, Lounge",4.1,821,1900.0,0,1,Finger Food,Whitefield,Whitefield
Altaf'S Chillies Restaurant,Casual Dining,3.8,229,500.0,1,0,"North Indian, Chinese",Frazer Town,Frazer Town
Altaj Restaurant,Casual Dining,3.3,6,700.0,0,0,"North Indian, Chinese",Malleshwaram,Rajajinagar
Al-Taj Restaurant,Casual Dining,3.3,10,600.0,1,0,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar
Alter Ego D'Deli,Cafe,3.8,140,650.0,1,0,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar
Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000.0,0,1,"Italian, Salad",Brookefield,Whitefield
Am Wow,Beverage Shop,3.4,6,100.0,1,0,Beverages,Banashankari,Jayanagar
Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500.0,0,0,Desserts,Brookefield,Whitefield
Amande Patisserie,Bakery,4.0,73,300.0,1,0,"Bakery, French, Desserts",Banashankari,Basavanagudi
Amanthrana Gardenia,Casual Dining,3.8,107,800.0,1,0,"North Indian, Andhra, Bbq, Seafood, Chinese",Brookefield,Brookefield
Amantrana,Casual Dining,3.2,15,800.0,0,0,"North Indian, South Indian",Rajajinagar,Magadi Road
Amar Kolkata,Quick Bites,3.2,4,300.0,0,0,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road
Amara Food Point,"Takeaway, Delivery",3.3,4,250.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala",Btm
Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400.0,0,0,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar
Amaravathi Mess,Quick Bites,3.6,108,400.0,1,0,"Andhra, Biryani",Electronic City,Electronic City
Amaravati,Quick Bites,3.6,39,400.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm
Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350.0,1,0,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura
Amaravati Authentic Andhra Restaurant,Casual Dining,3.0,148,600.0,1,0,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield
Amaravati Food Court,Quick Bites,3.3,7,300.0,1,0,Kerala,Whitefield,Whitefield
Amaravati Grand,Casual Dining,3.3,7,550.0,0,0,"Chinese, Andhra, Mangalorean",Jayanagar,Btm
Amazing Blue Pub,Pub,3.4,10,900.0,0,0,Finger Food,Malleshwaram,Seshadripuram
Ambara Gardenia,Casual Dining,3.8,256,800.0,1,1,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road
Ambarsaria,Casual Dining,2.7,57,800.0,0,0,North Indian,New Bel Road,New Bel Road
Amber Rush By The Pool,"Bar, Casual Dining",3.9,140,1500.0,0,0,"North Indian, Chinese, Continental",Brookefield,Marathahalli
Amber Rush Restobar,Pub,4.1,93,1000.0,0,1,"Continental, Chinese, Fast Food",Brigade Road,Residency Road
Ambika Biryani Corner,Quick Bites,3.5,37,300.0,0,0,Biryani,Rajajinagar,Rajajinagar
Ambika Vegetarian Hotel,Casual Dining,3.7,31,500.0,0,0,"North Indian, Fast Food",Malleshwaram,Rajajinagar
Ambujam'S Chettinad Mess,"Quick Bites, Mess",3.2,27,400.0,1,0,"South Indian, Chettinad",Kammanahalli,Banaswadi
Ambur Azad Darbar,Quick Bites,3.1,6,250.0,0,0,"North Indian, Fast Food, Biryani",Jayanagar,Btm
Ambur Biriyani,Quick Bites,3.2,4,200.0,0,0,Biryani,Indiranagar,Old Airport Road
Ambur Biriyani Centre,Quick Bites,3.2,6,150.0,0,0,Biryani,Sarjapur Road,Bellandur
Ambur Biriyani Classic,Casual Dining,3.3,136,700.0,1,0,"Biryani, South Indian, North Indian",Electronic City,Electronic City
Ambur Biriyani Point,Quick Bites,3.6,26,150.0,0,0,Biryani,"Byresandra,Tavarekere,Madiwala",Btm
Ambur Biriyani Zone,Quick Bites,3.2,4,200.0,0,0,"Biryani, Kebab",Kammanahalli,Kammanahalli
Ambur Biryani,Quick Bites,3.2,5,450.0,0,0,"South Indian, Fast Food",Hsr,Hsr
Ambur Biryani Hotel,Quick Bites,3.2,13,200.0,0,0,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Ambur Biryani Mess,Mess,3.4,18,250.0,0,0,Biryani,Koramangala 4Th Block,Koramangala 6Th Block
Ambur Biryani Point,Quick Bites,3.3,8,150.0,0,0,Biryani,Bellandur,Sarjapur Road
Ambur Chicken Biryani,Quick Bites,3.1,9,250.0,0,0,Biryani,Hsr,Hsr
Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200.0,1,0,Biryani,Malleshwaram,Yeshwantpur
Ambur Dum Biriyani,Quick Bites,2.8,40,160.0,0,0,Biryani,Banashankari,Basavanagudi
Ambur Dum Biryani,Quick Bites,2.8,40,300.0,0,0,"Biryani, Fast Food",Electronic City,Electronic City
Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200.0,0,0,Biryani,Old Airport Road,Jeevan Bhima Nagar
Ambur Hot Dum Biryani,Quick Bites,3.0,9,200.0,0,0,Biryani,Marathahalli,Thippasandra
Ambur Star Biryani,Quick Bites,3.5,22,200.0,0,0,Biryani,Bellandur,Sarjapur Road
Ambur Star Briyani,Casual Dining,3.6,17,500.0,1,0,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar
Ambur Star Dum Biriyani,Quick Bites,3.2,4,200.0,0,0,Biryani,Residency Road,Wilson Garden
Ambur Star Dum Biryani,Quick Bites,2.8,40,250.0,0,0,Biryani,Bellandur,Sarjapur Road
Ambur Tasty Biriyani,Quick Bites,3.2,4,200.0,0,0,Biryani,Hsr,Hsr
Amchoor,Quick Bites,3.8,38,250.0,1,0,"North Indian, Beverages",Marathahalli,Marathahalli
Amdo'S Corner Tibetan Foods,Quick Bites,4.0,47,250.0,0,0,"Tibetan, Momos",Brigade Road,Richmond Road
American Bites,Quick Bites,2.4,48,450.0,1,0,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar
American Desserts,"Takeaway, Delivery",3.6,23,500.0,1,0,"Desserts, Bakery",Kalyan Nagar,Banaswadi
Amexicano,Food Truck,3.8,31,400.0,0,0,"American, Mexican",Indiranagar,East Bangalore
Amigos Kitchen,Quick Bites,3.7,64,400.0,1,0,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi
Amjad Bhai'S Star Hotel - Home Food Only,Quick Bites,2.8,40,300.0,0,0,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Btm
Ammachide Addukala,Quick Bites,3.5,6,300.0,0,0,Kerala,Bannerghatta Road,Bannerghatta Road
Amma'S Biryani & Rice,Quick Bites,2.8,40,300.0,1,0,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli
Amma'S Cafe,Quick Bites,3.2,6,300.0,0,0,Fast Food,Hsr,Hsr
Amma'S Pastries,Bakery,3.9,130,400.0,0,0,Bakery,Kalyan Nagar,Hbr Layout
Amma'S Special,Quick Bites,3.5,40,400.0,0,0,South Indian,Koramangala 6Th Block,Koramangala 1St Block
Ammayi Thakkaram,Quick Bites,3.5,40,400.0,0,0,"Kerala, South Indian",Koramangala 6Th Block,Btm
Ammi'S Biryani,Casual Dining,2.7,171,500.0,1,0,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar
Ammus Hot N Cool,Quick Bites,3.4,84,300.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm
Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000.0,0,0,"North Indian, Chinese, Continental",Brigade Road,Residency Road
Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000.0,1,1,"Continental, Chinese",Brookefield,Whitefield
Amontron,Casual Dining,3.9,435,650.0,1,0,Bengali,Bannerghatta Road,Btm
Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82,500.0,1,1,"Cafe, Desserts, Continental",Hsr,Hsr
Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm
Amrit,Food Court,3.4,24,600.0,0,0,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",Jp Nagar
Amrita Nadia Sweets,Sweet Shop,3.2,4,400.0,1,0,Mithai,New Bel Road,Jalahalli
Amrith Ice Cream,Dessert Parlor,4.1,81,100.0,0,0,Ice Cream,Malleshwaram,Malleshwaram
Amritsari Kulcha Bite,Quick Bites,3.9,99,150.0,1,0,North Indian,Indiranagar,Ulsoor
Amritsari Kulcha Land,Quick Bites,4.0,260,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Jp Nagar
Amrut,Quick Bites,3.5,250,300.0,1,0,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram
Amruta,Casual Dining,3.8,20,600.0,0,0,"South Indian, North Indian, Chinese",Lavelle Road,Majestic
Amruth Parkland,"Bar, Casual Dining",3.5,54,900.0,0,0,"North Indian, Chinese",Sarjapur Road,Sarjapur Road
Amrutha Foods,Quick Bites,2.8,40,300.0,0,0,South Indian,Marathahalli,Old Airport Road
Amrutha Grand Restaurant,Casual Dining,3.2,204,500.0,1,0,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road
Amrutha Mess,Quick Bites,3.4,5,300.0,0,0,Kerala,"Byresandra,Tavarekere,Madiwala",Btm
Amrutha Sweets,Quick Bites,3.5,13,200.0,0,0,"Street Food, Mithai",Koramangala 4Th Block,Ejipura
Am'S Cafe Recreate,"Takeaway, Delivery",3.3,8,250.0,1,0,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm
Amul Ice Cream,Dessert Parlor,2.8,40,100.0,1,0,"Desserts, Ice Cream",Hsr,Hsr
An Egg Story,Cafe,4.0,241,600.0,0,0,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar
Anamika Roll Centre,Quick Bites,3.2,4,300.0,0,0,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden
Anand Donne Biriyani,Quick Bites,3.6,45,200.0,1,0,Biryani,Banashankari,Jayanagar
Anand Sagar Inn,Casual Dining,3.2,6,450.0,0,0,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi
Anand Sweets And Savouries,Quick Bites,4.0,99,400.0,1,0,"Mithai, Street Food",Kalyan Nagar,Kammanahalli
Anand Vihar,Quick Bites,2.5,58,400.0,0,0,"North Indian, Chinese",Frazer Town,Rt Nagar
Anda Ka Funda,Quick Bites,3.1,14,300.0,1,0,"North Indian, Chinese",Jp Nagar,Jayanagar
Anda Special-Pav Bhaji,Quick Bites,3.4,8,200.0,1,0,Fast Food,New Bel Road,Yeshwantpur
Andal Mess,Mess,3.1,22,300.0,1,0,"Biryani, South Indian, North Indian",Koramangala 4Th Block,Domlur
Ande Ka Funda,Quick Bites,2.8,60,250.0,0,0,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",Btm
Andhra Amigos,Casual Dining,3.6,81,350.0,1,0,"Andhra, North Indian, Biryani",Electronic City,Electronic City
Andhra Bhojanam,Casual Dining,3.6,21,600.0,0,0,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road
Andhra Biriyani Palace,Quick Bites,2.8,40,250.0,1,0,"Biryani, Andhra",Kalyan Nagar,Nagawara
Andhra Biryani & Curries,Quick Bites,3.1,4,400.0,1,0,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City
Andhra Biryanis,Casual Dining,4.0,108,700.0,1,0,"Andhra, Biryani, North Indian",Brookefield,Whitefield
Andhra Box,Quick Bites,3.2,4,400.0,0,0,"Andhra, Biryani, Chinese",Brookefield,Marathahalli
Andhra Central,Food Court,3.1,13,400.0,1,0,Andhra,Brookefield,Marathahalli
Andhra Chettinad Cuisine,Quick Bites,3.6,24,250.0,0,0,"Andhra, South Indian, Chettinad",Electronic City,Electronic City
Andhra Express,"Takeaway, Delivery",3.7,19,300.0,1,0,"Andhra, Biryani, North Indian, Beverages",Marathahalli,Cv Raman Nagar
Andhra Food Cafe (Afc),Quick Bites,3.3,46,250.0,1,0,"Andhra, North Indian, South Indian",Electronic City,Electronic City
Andhra Ghumaghumalu,Quick Bites,2.8,40,300.0,1,0,"Andhra, Biryani, North Indian",Brookefield,Whitefield
Andhra Grills,Casual Dining,3.0,55,800.0,0,0,"Andhra, North Indian, Biryani",Bannerghatta Road,Jp Nagar
Andhra Kafe,Casual Dining,3.8,241,550.0,1,0,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield
Andhra Kitchen,Quick Bites,3.9,45,400.0,1,0,Andhra,Electronic City,Electronic City
Andhra Mess,Mess,2.8,17,400.0,1,0,"Andhra, Biryani, Chinese",Brookefield,Brookefield
Andhra Paris,Quick Bites,3.2,5,250.0,1,0,Andhra,Bellandur,Sarjapur Road
Andhra Ruchi'S Restaurant,Delivery,3.1,72,500.0,1,0,"Andhra, North Indian, Biryani",Whitefield,Whitefield
Andhra Ruchulu,Casual Dining,4.2,1428,800.0,1,1,"Andhra, North Indian",Bannerghatta Road,Jp Nagar
Andhra Spice,Casual Dining,2.8,40,600.0,0,0,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur,Sarjapur Road
Andhra Spice Mess,Quick Bites,3.4,9,250.0,1,0,"Andhra, Biryani, North Indian, Chinese",New Bel Road,New Bel Road
Andhra Spices,Quick Bites,3.2,4,400.0,0,0,"Andhra, Chinese, South Indian",Whitefield,Brookefield
Andhra Spicy,Quick Bites,3.5,11,400.0,0,0,"Andhra, Biryani",Bellandur,Bellandur
Andhra Spicy Food Court,Quick Bites,3.2,22,400.0,1,0,"Andhra, Biryani",Electronic City,Electronic City
Andhra Spicy Inn,Quick Bites,2.8,40,450.0,1,0,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar,Nagawara
Andhra Star Biryani,Quick Bites,3.2,6,200.0,0,0,Biryani,Marathahalli,Brookefield
Andhra Vantakam,Casual Dining,3.9,317,800.0,1,0,"Andhra, Chinese, North Indian, Seafood",Malleshwaram,Rajajinagar
Andhra Vantillu,Quick Bites,3.3,4,350.0,0,0,"South Indian, North Indian",Hsr,Hsr
Andhra Vilaas,Quick Bites,3.7,52,350.0,1,0,"Andhra, North Indian, Biryani",Bellandur,Sarjapur Road
Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600.0,1,0,"Andhra, South Indian, Fast Food",Brookefield,Marathahalli
Andy'S Cafƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚Ƒƒƒ‚Ƒƒ‚‚‚Ƒƒ‚‚Ƒ‚‚É,Cafe,3.1,12,300.0,0,0,"Cafe, Beverages, Fast Food",New Bel Road,New Bel Road
Angaar Biriyani,Quick Bites,3.7,92,400.0,1,0,"Biryani, Chinese, Fast Food",Whitefield,Whitefield
Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600.0,0,0,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar,Hbr Layout
Angel Mess,Quick Bites,3.5,17,200.0,0,0,South Indian,Marathahalli,Kaggadasapura
Angel Mutton Leg Soup,Quick Bites,3.5,22,200.0,0,0,South Indian,Indiranagar,Jeevan Bhima Nagar
Angel Restaurant,Quick Bites,2.8,165,450.0,1,0,"Kerala, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road
Angel'S Kitchen,Quick Bites,3.5,10,300.0,0,0,Kerala,Whitefield,Whitefield
Angiie'S Cafe,Quick Bites,3.7,29,450.0,1,0,"Burger, Fast Food",Bellandur,Sarjapur Road
Anika'S India Kitchen,Delivery,3.3,5,250.0,1,0,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Hsr
Aniram'S,Delivery,4.1,739,500.0,1,0,"Chinese, North Indian",Bannerghatta Road,Jp Nagar
Anjappaar,Casual Dining,3.9,96,650.0,0,0,"Chettinad, South Indian",Marathahalli,Marathahalli
Anjappar,Casual Dining,2.7,40,650.0,0,0,"Chettinad, South Indian",Jayanagar,Jp Nagar
Anju'S Cafe,Cafe,3.4,6,600.0,0,0,"Cafe, North Indian",Bannerghatta Road,Jp Nagar
Anna Kuteera,Casual Dining,3.8,62,400.0,0,0,"South Indian, North Indian, Chinese",Residency Road,St. Marks Road
Annabell,"Quick Bites, Beverage Shop",4.0,264,700.0,1,0,"Continental, Beverages",Indiranagar,Indiranagar
Annalakshmi,Casual Dining,3.5,28,700.0,0,0,"Andhra, Chettinad",Bellandur,Bellandur
Annapoorani,Casual Dining,3.9,434,400.0,0,0,South Indian,Indiranagar,Indiranagar
Annapoorni Grand,Casual Dining,3.9,82,450.0,0,0,"Chinese, South Indian, North Indian",Lavelle Road,Majestic
Annappa'S Naati Mane,Quick Bites,3.5,73,400.0,0,0,"South Indian, Chinese",Rajajinagar,Rajajinagar
Annapurna Andhra Hotel,Quick Bites,3.3,5,400.0,1,0,"Mughlai, Chinese, North Indian",Electronic City,Electronic City
Annapurna Bengali Restaurant,Casual Dining,3.9,50,500.0,0,0,Bengali,Brookefield,Whitefield
Annapurna Benne Dose,Quick Bites,2.8,40,200.0,1,0,South Indian,Jp Nagar,Jp Nagar
Annapurna Foods,Casual Dining,3.5,11,400.0,1,0,"North Indian, Chinese, Hyderabadi",Bellandur,Bellandur
Antarastriya,Quick Bites,3.9,461,200.0,1,0,"Chinese, Fast Food, Momos",Malleshwaram,Malleshwaram
Antigravity,"Pub, Casual Dining",4.4,730,1500.0,0,1,"Continental, North Indian, Chinese, Bbq",Marathahalli,Marathahalli
Antilla Aromas,Dessert Parlor,3.7,18,300.0,1,0,"Desserts, Ice Cream",Bannerghatta Road,Bannerghatta Road
Anu Momos Chinese Kitchen,Quick Bites,3.7,118,450.0,1,0,"Chinese, Thai, Momos",Kalyan Nagar,Kammanahalli
Anupam'S Coast Ii Coast,Casual Dining,4.1,841,700.0,1,0,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block
Anupam'S Coastal Express,Casual Dining,4.1,179,600.0,1,0,"Seafood, Mangalorean, South Indian",Basavanagudi,Shanti Nagar
Anushka Restaurant,Casual Dining,2.8,40,550.0,1,0,"North Indian, Chinese",Brookefield,Whitefield
Apna Hotel,Quick Bites,3.5,26,300.0,1,0,"North Indian, Hyderabadi",Brookefield,Whitefield
Apna Punjab,Quick Bites,3.6,474,450.0,1,0,"North Indian, Chinese, Fast Food",Bannerghatta Road,Btm
Apna Veg Dhaba,Casual Dining,3.1,35,400.0,1,0,"North Indian, Chinese",Bellandur,Bellandur
Apoorva Multi Cuisine Restaurant,Casual Dining,3.9,236,750.0,1,0,"North Indian, South Indian, Chinese, Andhra, Biryani",Brookefield,Brookefield
Appam & Curry,Quick Bites,3.8,18,200.0,1,0,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Appam Centre,Quick Bites,3.2,4,200.0,0,0,Kerala,Bannerghatta Road,Jp Nagar
Appana Restaurant,Quick Bites,2.8,40,300.0,1,0,North Indian,Bannerghatta Road,Btm
Appetite Workstation,Quick Bites,3.6,16,500.0,1,0,"North Indian, Chinese, Biryani",Bellandur,Sarjapur Road
Apple Cafe,Quick Bites,3.3,14,300.0,0,0,"Beverages, Fast Food",Marathahalli,Marathahalli
Apsara Ice Cream,Dessert Parlor,3.2,4,200.0,0,0,"Ice Cream, Desserts",Brookefield,Whitefield
Aqni,Casual Dining,3.6,89,650.0,1,0,"North Indian, Mughlai, Biryani, Rolls",Malleshwaram,New Bel Road
Aqua - The Park Bangalore,"Lounge, Bar",4.0,195,3000.0,0,1,"North Indian, Mediterranean, Chinese",Church Street,Mg Road
Arabian Bites,Quick Bites,3.4,24,300.0,1,0,"North Indian, Chinese",Basavanagudi,Btm
Arabian Mataam,Quick Bites,3.7,19,500.0,0,0,"Biryani, Arabian",Frazer Town,Frazer Town
Arabian Mexico,Quick Bites,3.3,53,400.0,1,0,"Fast Food, Arabian",Jp Nagar,Bannerghatta Road
Arabian Shawarma,Kiosk,3.7,30,150.0,1,0,Arabian,Frazer Town,Kammanahalli
Arafa Juice Center,Quick Bites,3.5,10,250.0,0,0,"Juices, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Aramane Brundavan,Casual Dining,3.3,4,450.0,1,0,"Chinese, North Indian, South Indian, Fast Food",Malleshwaram,Rajajinagar
Aramane Donne Biriyani,Quick Bites,3.9,189,300.0,1,0,"Biryani, Fast Food",Bannerghatta Road,Btm
Aramane Donne Biryani,Quick Bites,2.8,40,300.0,1,0,"Biryani, Fast Food",Jp Nagar,Jp Nagar
Aramane Donne Briyani,Quick Bites,3.9,339,300.0,1,0,"Biryani, Fast Food",Jayanagar,Jp Nagar
Aramane Restaurant,Casual Dining,2.9,90,800.0,1,1,"North Indian, South Indian, Seafood, Biryani, Chinese",Bannerghatta Road,Bannerghatta Road
Arbor Brewing Company,"Pub, Microbrewery",4.5,8375,2000.0,0,1,"American, Continental, Salad",Brigade Road,Brigade Road
Archana'S First Crush,Bakery,3.7,31,400.0,1,0,"Bakery, Desserts",Bellandur,Sarjapur Road
Arena - Artisanal Brewkitchen,"Pub, Casual Dining",4.1,177,2000.0,0,1,"Sushi, Continental, Pizza, Italian, Asian",Indiranagar,Indiranagar
Arina'S,Quick Bites,3.3,5,250.0,0,0,"Fast Food, Chinese",Church Street,Frazer Town
Arirang Korean Restaurant,Casual Dining,4.0,237,1400.0,0,1,Korean,Kalyan Nagar,Kammanahalli
Armaani Caffe,Quick Bites,3.5,12,250.0,1,0,Fast Food,Bannerghatta Road,Btm
Arogya,Quick Bites,3.4,9,100.0,0,0,"South Indian, North Indian, Chinese",Hsr,Hsr
Arogya Thaana,Beverage Shop,3.8,72,200.0,1,0,"Beverages, Sandwich",Whitefield,Whitefield
Aroma Fine Dine,Casual Dining,4.0,126,900.0,1,1,"North Indian, Mughlai, Chinese, South Indian",Koramangala 4Th Block,Hsr
Aroma Of Asia,Quick Bites,3.9,49,400.0,0,0,"Chinese, Momos",Mg Road,Frazer Town
Aroma Spice,Casual Dining,3.7,83,800.0,1,1,"Andhra, Chinese, North Indian, Seafood",Kalyan Nagar,Kalyan Nagar
Aroma'S Hyderabad House,Casual Dining,4.2,533,800.0,1,0,"Mughlai, Biryani, North Indian",Kalyan Nagar,Nagawara
Aromas Of South,Casual Dining,3.7,46,1000.0,0,0,South Indian,Rajajinagar,Race Course Road
Around The Corner,Quick Bites,3.6,22,350.0,0,0,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Btm
Art Cafe,Cafe,3.5,7,1000.0,0,0,Cafe,Malleshwaram,Malleshwaram
Art Of Biryani & Curries,Delivery,3.4,9,250.0,1,0,Biryani,Kalyan Nagar,Rammurthy Nagar
Art Of Delight,Dessert Parlor,4.3,449,400.0,0,0,"Ice Cream, Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Art Of Flavours,Quick Bites,2.8,40,200.0,0,0,Fast Food,Marathahalli,Marathahalli
