restaurant_name,rating,avg_cost,area,primary_cuisine,cluster_name
Navami Kitchen,2.8,500.0,Kalyan Nagar,Andhra,Luxury Premium
Navaneetha,3.3,400.0,Koramangala 7Th Block,Andhra,Mid-Range
Navarang Fast Food,3.6,300.0,Frazer Town,North Indian,Budget-Friendly
Naveen Kabab & Biriyani Mane,3.2,300.0,Banashankari,Biryani,Budget-Friendly
Navi Food Point,3.6,200.0,Banashankari,Fast Food,Budget-Friendly
Navi'S Kitchen,2.8,250.0,Hsr,North Indian,Budget-Friendly
Navrang Kabab Korner,3.7,600.0,Malleshwaram,North Indian,Luxury Premium
Navya Andhra Style Restaurant,3.5,200.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Navya Foods,3.4,300.0,Basavanagudi,North Indian,Budget-Friendly
Navya'S,2.5,800.0,"Byresandra,Tavarekere,Madiwala",Hyderabadi,Luxury Premium
Nawab Di Biryani,2.8,400.0,Whitefield,Biryani,Mid-Range
Nawab-E-Khana,3.1,500.0,Brookefield,North Indian,Luxury Premium
Nawabi Handi,3.4,350.0,Brookefield,Biryani,Mid-Range
Nawabi Kitchen,2.8,600.0,Brookefield,North Indian,Luxury Premium
Nawabi Zaica,3.5,600.0,Brookefield,North Indian,Luxury Premium
Nawabs Empire,3.2,300.0,Whitefield,North Indian,Budget-Friendly
Nawab'S Kolkatta Roll,3.4,150.0,Church Street,Street Food,Budget-Friendly
Nayi Dilli By Anand Sweets,4.0,1000.0,Bellandur,North Indian,Luxury Premium
Neals Cafe,3.1,550.0,Bannerghatta Road,North Indian,Luxury Premium
Nebula,3.3,700.0,Malleshwaram,North Indian,Luxury Premium
Neema Restaurant,3.3,500.0,Sarjapur Road,Chinese,Luxury Premium
Neer Dosa Fish Land,3.6,600.0,"Byresandra,Tavarekere,Madiwala",Seafood,Luxury Premium
Neer Dose Fish Land,3.5,250.0,Indiranagar,South Indian,Budget-Friendly
Neethus Kitchen & Restaurant,2.9,400.0,Rajajinagar,North Indian,Mid-Range
Neetu'S Kitchen,3.8,350.0,Bellandur,Bengali,Mid-Range
Neffy'S - Cakes & More,3.5,300.0,Indiranagar,Bakery,Budget-Friendly
Nellore Abhiruchi,3.3,300.0,Hsr,Biryani,Budget-Friendly
Nellore Bhojanam,3.1,250.0,Bannerghatta Road,Andhra,Budget-Friendly
Nellore Dosa Camp,3.3,70.0,"Byresandra,Tavarekere,Madiwala",Andhra,Budget-Friendly
Nellore Mess & Tiffens,3.0,200.0,Whitefield,South Indian,Budget-Friendly
Nellore Ruchulu,3.7,800.0,Bannerghatta Road,North Indian,Luxury Premium
Nesara Mullti - Cuisine Family Dining & Garden...,2.7,800.0,Malleshwaram,North Indian,Luxury Premium
Nevermind - Bar & Social,4.4,2000.0,Old Airport Road,Continental,Luxury Premium
New A1 Chicken Biryani Point,3.1,300.0,Brigade Road,Biryani,Budget-Friendly
New Aastha,3.6,250.0,Electronic City,North Indian,Budget-Friendly
New Agarwal Bhavan,4.1,400.0,Malleshwaram,North Indian,Mid-Range
New Alameen Restaurant,3.4,300.0,Indiranagar,Kerala,Budget-Friendly
New Ambur Biryani,2.8,300.0,Brookefield,Biryani,Budget-Friendly
New Ambur Dum Biryani,3.2,200.0,Hsr,Biryani,Budget-Friendly
New Ambur Hot Dum Biryani,3.0,300.0,Brookefield,Biryani,Budget-Friendly
New Andhra Chimney,3.1,700.0,Whitefield,Andhra,Luxury Premium
New Andhra House,3.7,450.0,Electronic City,Andhra,Luxury Premium
New Andhra Spice,3.6,600.0,"Byresandra,Tavarekere,Madiwala",Andhra,Luxury Premium
New Aroma,3.3,250.0,Marathahalli,Chinese,Budget-Friendly
New Arya Bhavan,3.1,300.0,Brigade Road,Street Food,Budget-Friendly
New Banashankari Donne Biryani,3.5,300.0,Basavanagudi,Biryani,Budget-Friendly
New Biriyani Darbar,3.6,450.0,Frazer Town,Biryani,Luxury Premium
New Biryani Mane,3.7,450.0,Banashankari,North Indian,Luxury Premium
New Bombay Vada Pav,3.4,150.0,Malleshwaram,Fast Food,Budget-Friendly
New Chickpete Donne Biryani,3.1,300.0,Malleshwaram,Biryani,Budget-Friendly
New Cool Joint,3.5,150.0,Bellandur,Fast Food,Budget-Friendly
New Curries & Spice Restaurant,2.9,200.0,New Bel Road,South Indian,Budget-Friendly
New Delhi Dharbaar,2.8,300.0,New Bel Road,North Indian,Budget-Friendly
New Delicacy,3.7,500.0,Hsr,Chinese,Luxury Premium
New Farm Fresh,3.6,650.0,"Byresandra,Tavarekere,Madiwala",Italian,Luxury Premium
New Fishland,3.9,400.0,Malleshwaram,Seafood,Mid-Range
New Food Magic,3.2,450.0,Electronic City,Andhra,Luxury Premium
New Friends,3.8,900.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
New Golden Emperor,3.7,400.0,Malleshwaram,North Indian,Mid-Range
New Gongura Grand,3.9,550.0,"Byresandra,Tavarekere,Madiwala",Andhra,Luxury Premium
New Gongura'S,3.7,550.0,Bannerghatta Road,Andhra,Luxury Premium
New Gowda'S Fried Chicken,3.3,300.0,Banashankari,Biryani,Budget-Friendly
New Grand Restaurant,3.1,500.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
New Green Leaf Restaurant,3.6,600.0,Electronic City,Kerala,Luxury Premium
New Hilal Restaurant,4.0,550.0,Brigade Road,North Indian,Luxury Premium
New Hotel Prashanth,3.1,300.0,Electronic City,Fast Food,Budget-Friendly
New Imperial Restaurant,3.7,450.0,Banashankari,North Indian,Luxury Premium
New Indraprasta,2.8,150.0,Banashankari,South Indian,Budget-Friendly
New Juice It Up,2.8,200.0,Marathahalli,Juices,Budget-Friendly
New Kabab Plaza,2.8,300.0,Bannerghatta Road,Biryani,Budget-Friendly
New Kabab Zone,2.9,500.0,Jp Nagar,North Indian,Luxury Premium
New Kadai,3.4,550.0,Kalyan Nagar,North Indian,Luxury Premium
New Kairali Restaurant,3.7,400.0,Frazer Town,Kerala,Mid-Range
New Karavali Restaurant,3.3,450.0,Malleshwaram,North Indian,Luxury Premium
New Karawali Lunch Home,3.5,350.0,Bannerghatta Road,Mangalorean,Mid-Range
New Khaayaal'S Restaurant,3.0,500.0,Old Airport Road,North Indian,Luxury Premium
New Kohinoor Hotel,3.1,450.0,Residency Road,North Indian,Luxury Premium
New Krishna Bhavan,4.2,200.0,Malleshwaram,South Indian,Budget-Friendly
New Krishna Sagar,4.0,400.0,Kalyan Nagar,North Indian,Mid-Range
New Kudla Family Resturant,3.2,450.0,Brigade Road,North Indian,Luxury Premium
New Leaf Restaurant,3.7,1500.0,Indiranagar,Chinese,Luxury Premium
New Limra Hotel,3.3,200.0,Koramangala 7Th Block,South Indian,Budget-Friendly
New Madhuram,3.4,250.0,Marathahalli,Andhra,Budget-Friendly
New Mahesh Friends Food Corner,3.2,300.0,Bannerghatta Road,North Indian,Budget-Friendly
New Mangalore Lunch Home,3.3,200.0,Banashankari,Mangalorean,Budget-Friendly
New Mathura Grand,3.2,300.0,Lavelle Road,South Indian,Budget-Friendly
New Milestone Restaurant,3.4,700.0,Marathahalli,North Indian,Luxury Premium
New Modern Hotel,4.2,150.0,Basavanagudi,South Indian,Budget-Friendly
New Mogul Empire,3.3,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
New Oottupura Restaurant,3.5,300.0,Malleshwaram,Kerala,Budget-Friendly
New Paratha Corner,3.9,350.0,Brookefield,North Indian,Mid-Range
New Peking,4.0,700.0,Kammanahalli,Chinese,Luxury Premium
New Pepper Pot,2.8,400.0,Marathahalli,North Indian,Mid-Range
New Prashanth Hotel,2.9,750.0,Banashankari,South Indian,Luxury Premium
New Prashanth Naati Style,3.8,400.0,Brigade Road,South Indian,Mid-Range
New Prashantha Naati Corner,3.3,400.0,Rajajinagar,South Indian,Mid-Range
New Prashanthi Donne Biryani,3.2,300.0,Kammanahalli,Biryani,Budget-Friendly
New Punjabi Dhaba,3.9,300.0,Bellandur,North Indian,Budget-Friendly
New Punjabi Food Corner,3.7,500.0,Electronic City,North Indian,Luxury Premium
New Punjabi Hotel,3.2,400.0,Indiranagar,North Indian,Mid-Range
New Punjabi Pure Veg Restaurant,3.1,450.0,New Bel Road,North Indian,Luxury Premium
New Punjabi Tasty Khana,3.0,400.0,Whitefield,North Indian,Mid-Range
New Punjabi Veg Restaurant,2.9,400.0,Kalyan Nagar,North Indian,Mid-Range
New Quality Dum Biryani,3.1,200.0,Banashankari,Biryani,Budget-Friendly
New Rajadhani Spicy,3.7,700.0,Banashankari,North Indian,Luxury Premium
New Rajalakshmi Sweets,3.3,300.0,Brookefield,Mithai,Budget-Friendly
New Roll Centre,3.3,150.0,Indiranagar,Fast Food,Budget-Friendly
New Royal Paris Restaurant,3.4,300.0,Indiranagar,Chinese,Budget-Friendly
New Royal Treat,2.8,350.0,Bannerghatta Road,North Indian,Mid-Range
New Sagar Fast Food,3.4,250.0,Malleshwaram,South Indian,Budget-Friendly
New Salem Spices,3.5,600.0,Kalyan Nagar,South Indian,Luxury Premium
New Samrat Restaurant,4.1,450.0,Malleshwaram,North Indian,Luxury Premium
New Savi Sagar,3.3,200.0,Rajajinagar,South Indian,Budget-Friendly
New Select Hotel,3.4,200.0,Brigade Road,South Indian,Budget-Friendly
New Shanthi Sagar,2.7,550.0,Malleshwaram,South Indian,Luxury Premium
New Shetty Lunch Bhavan,2.8,300.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
New Shetty Lunch Home,3.3,400.0,Malleshwaram,Mangalorean,Mid-Range
New South Corner,3.7,300.0,Bannerghatta Road,South Indian,Budget-Friendly
New Students Corner,3.6,150.0,Jp Nagar,Fast Food,Budget-Friendly
New Sunrise Restaurants,2.7,500.0,Jayanagar,North Indian,Luxury Premium
New Surya Sweets & Snacks,3.2,350.0,"Byresandra,Tavarekere,Madiwala",Mithai,Mid-Range
New Taj,3.2,300.0,Lavelle Road,North Indian,Budget-Friendly
New Taj Biryani Centre,2.8,300.0,Kalyan Nagar,Biryani,Budget-Friendly
New Taj Darbar,3.1,300.0,Whitefield,South Indian,Budget-Friendly
New Tandoor,3.5,550.0,Old Airport Road,North Indian,Luxury Premium
New Tandoor Fusion,3.1,350.0,Marathahalli,North Indian,Mid-Range
New Tandoori Point,2.4,600.0,Brookefield,North Indian,Luxury Premium
New Tasty Cafeteria,3.8,500.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
New Udupi Anand Bhavan,3.4,150.0,Lavelle Road,South Indian,Budget-Friendly
New Udupi Delicacy,3.7,300.0,Brookefield,South Indian,Budget-Friendly
New Udupi Dharshini,2.8,150.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
New Udupi Fresh Juice Centre,3.4,200.0,Indiranagar,Juices,Budget-Friendly
New Udupi Garden,3.6,300.0,Indiranagar,South Indian,Budget-Friendly
New Udupi Grand,3.3,200.0,Kammanahalli,North Indian,Budget-Friendly
New Udupi Grand Hotel,3.2,250.0,Rajajinagar,South Indian,Budget-Friendly
New Udupi Palace,3.8,350.0,Electronic City,South Indian,Mid-Range
New Udupi Park,3.0,400.0,Kalyan Nagar,South Indian,Mid-Range
New Udupi Park Deluxe,3.6,400.0,Kalyan Nagar,South Indian,Mid-Range
New Udupi Shubh Sagar,2.8,400.0,Brookefield,South Indian,Mid-Range
New Udupi Upahar,2.8,300.0,Brigade Road,South Indian,Budget-Friendly
New Udupi Upahara,3.6,200.0,Kalyan Nagar,Chinese,Budget-Friendly
New York Burrito,3.1,400.0,Kalyan Nagar,Mexican,Mid-Range
Ngv Fast Food,3.5,250.0,Koramangala 4Th Block,North Indian,Budget-Friendly
Nh-1,3.8,600.0,Bellandur,North Indian,Luxury Premium
Nh7 Refuel,3.4,400.0,Lavelle Road,North Indian,Mid-Range
Nh7 Resto Pub,3.3,1400.0,Electronic City,Andhra,Luxury Premium
Nh8,4.1,800.0,Brookefield,Rajasthani,Luxury Premium
Nieghbourhood Cafe,3.7,750.0,Whitefield,Pizza,Luxury Premium
Night Bell,3.1,450.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Luxury Premium
Night Biryani,3.2,600.0,"Byresandra,Tavarekere,Madiwala",Biryani,Luxury Premium
Night Booze,3.2,600.0,Indiranagar,North Indian,Luxury Premium
Night Cafe,3.0,350.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Night Diaries,3.1,300.0,Marathahalli,North Indian,Budget-Friendly
Night Food Delivery,2.9,500.0,Indiranagar,Burger,Luxury Premium
Night Food Joint,2.8,500.0,Brookefield,North Indian,Luxury Premium
Night Fox,3.2,500.0,Hsr,South Indian,Luxury Premium
Night Hunger,3.1,350.0,Bannerghatta Road,North Indian,Mid-Range
Night Panda,3.8,500.0,Hsr,Fast Food,Luxury Premium
Night Restro,3.1,500.0,Basavanagudi,North Indian,Luxury Premium
Night Spoon,2.4,400.0,Koramangala 5Th Block,Fast Food,Mid-Range
Nightfork,3.7,500.0,Koramangala 6Th Block,Chinese,Luxury Premium
Nightowl,2.7,400.0,Electronic City,North Indian,Mid-Range
Nihas Hyderabadi Biryani,3.2,300.0,Kalyan Nagar,Andhra,Budget-Friendly
Niice Cream,3.8,400.0,"Byresandra,Tavarekere,Madiwala",Ice Cream,Mid-Range
Nikhil'S Food Court,2.8,300.0,Brookefield,South Indian,Budget-Friendly
Nikki'S,3.1,600.0,Malleshwaram,Chinese,Luxury Premium
Nila Cafe,3.6,400.0,Hsr,Kerala,Mid-Range
Nile Garden Restaurant,2.6,500.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Nilu Ki Rasoi,3.7,250.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Nimma Mane,3.2,350.0,Lavelle Road,Biryani,Mid-Range
Nine2Twelve,2.8,300.0,Kalyan Nagar,South Indian,Budget-Friendly
Ningi Family Restaurant,3.5,400.0,Bannerghatta Road,South Indian,Mid-Range
Nirala'S Home Kitchen,2.8,300.0,Brookefield,Bihari,Budget-Friendly
Nirvana Bar - Manipal County,3.3,1000.0,Electronic City,Finger Food,Luxury Premium
Nisarga,3.6,500.0,Rajajinagar,Andhra,Luxury Premium
Nisarga Garden,4.0,300.0,Brigade Road,South Indian,Budget-Friendly
Nisarga Garden Restaurant,3.4,350.0,Banashankari,South Indian,Mid-Range
Nisarga Restaurant,3.3,350.0,Lavelle Road,Mangalorean,Mid-Range
Niso Chinese Restaurant,3.9,350.0,Whitefield,Chinese,Mid-Range
Nite Out,3.5,500.0,Brookefield,North Indian,Luxury Premium
Nitehunger,2.6,500.0,Brookefield,North Indian,Luxury Premium
Nithyothsav - Hotel Ramanashree,3.0,1000.0,Brigade Road,North Indian,Luxury Premium
Nizaam'S Kaati Rolls & Kebabs,3.7,450.0,Indiranagar,Street Food,Luxury Premium
Nizam'S Biryani House,2.8,700.0,Old Airport Road,Hyderabadi,Luxury Premium
Nmr Multicuisine Restaurant,3.6,550.0,Electronic City,North Indian,Luxury Premium
No 10 Fort Cochin,2.8,800.0,Brigade Road,South Indian,Luxury Premium
No More Hungry,3.3,450.0,Indiranagar,North Indian,Luxury Premium
Noc Cafe & Catering,3.2,400.0,Malleshwaram,North Indian,Mid-Range
Noibidya,3.5,400.0,Brookefield,North Indian,Mid-Range
Nolimmits Lounge And Club,4.0,2000.0,Indiranagar,Chinese,Luxury Premium
Nomadic Tandoor,3.7,700.0,Malleshwaram,Cafe,Luxury Premium
Nonveg Dreams,2.8,400.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Noodle Bar,4.0,1400.0,Whitefield,Chinese,Luxury Premium
Noodle Panda,4.3,800.0,"Byresandra,Tavarekere,Madiwala",Chinese,Luxury Premium
Noodles,3.8,500.0,Kalyan Nagar,Chinese,Luxury Premium
Nook - Aloft Bengaluru Cessna Business Park,4.2,1800.0,Whitefield,North Indian,Luxury Premium
Noon'S,4.2,300.0,"Byresandra,Tavarekere,Madiwala",Biryani,Budget-Friendly
Norsha Caffe,3.3,400.0,Lavelle Road,Cafe,Mid-Range
North Indian And Bengali Mess,3.7,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
North Indian Bhukkads,4.0,450.0,Kalyan Nagar,North Indian,Luxury Premium
North Indian Hotel,3.4,200.0,Lavelle Road,North Indian,Budget-Friendly
North Indian Kitchen,3.2,400.0,Bellandur,North Indian,Mid-Range
North Indian Meals,3.2,300.0,Jayanagar,North Indian,Budget-Friendly
North Indian Tadka,3.0,200.0,Old Airport Road,Chinese,Budget-Friendly
North Indies,3.8,450.0,Marathahalli,North Indian,Luxury Premium
North Met South,2.8,800.0,Bellandur,North Indian,Luxury Premium
North Rasoe,3.1,500.0,Banashankari,North Indian,Luxury Premium
North Se South Veg & Non-Veg Restaurants,3.6,250.0,Frazer Town,South Indian,Budget-Friendly
North Wale Restaurant,2.9,800.0,Brookefield,North Indian,Luxury Premium
Northam'S Pizza.Pita,4.1,450.0,Hsr,Italian,Luxury Premium
Northern Bites,3.2,400.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Northern Gate- Gateway Hotel,3.9,1900.0,Brigade Road,North Indian,Luxury Premium
Northern Route,4.1,300.0,Brigade Road,North Indian,Budget-Friendly
Northway Cuisine,2.8,350.0,Bannerghatta Road,North Indian,Mid-Range
Northwind,3.9,650.0,Malleshwaram,Biryani,Luxury Premium
Nossa Goa,4.1,1000.0,Indiranagar,Goan,Luxury Premium
Nostradamus Bar & Lounge,3.6,1500.0,Brigade Road,North Indian,Luxury Premium
Not Just Parathas,3.8,500.0,Marathahalli,North Indian,Luxury Premium
Not Just Waffles,4.1,400.0,Brookefield,Desserts,Mid-Range
Notebook Food Court,4.0,300.0,Electronic City,Chinese,Budget-Friendly
Nourich,2.8,800.0,Bannerghatta Road,Continental,Luxury Premium
Nouvelle Garden,3.7,900.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Now Momos,3.4,200.0,"Byresandra,Tavarekere,Madiwala",Chinese,Budget-Friendly
Ntr Cafe,2.9,100.0,Frazer Town,Chinese,Budget-Friendly
Nu.Tree,4.3,400.0,Sarjapur Road,North Indian,Mid-Range
Nukkad,3.0,500.0,Bellandur,North Indian,Luxury Premium
Nukkad Box,3.7,400.0,Marathahalli,North Indian,Mid-Range
Nutberry,3.7,150.0,"Byresandra,Tavarekere,Madiwala",Beverages,Budget-Friendly
Nutri Fit,2.8,300.0,Bannerghatta Road,Healthy Food,Budget-Friendly
Nutri Rich,3.8,350.0,"Byresandra,Tavarekere,Madiwala",Healthy Food,Mid-Range
Nutrifit,2.8,200.0,Indiranagar,Healthy Food,Budget-Friendly
Nutripress,3.3,200.0,Koramangala 4Th Block,Juices,Budget-Friendly
Nutrition On Wheels,2.9,300.0,"Byresandra,Tavarekere,Madiwala",Healthy Food,Budget-Friendly
Nuts Over Salads Cafe,4.4,800.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Nutty Affair,3.7,350.0,Bellandur,Desserts,Mid-Range
Nutty Squirrel,3.8,300.0,Bellandur,Ice Cream,Budget-Friendly
Nv Naidu Hotel,3.9,250.0,Basavanagudi,Biryani,Budget-Friendly
Nv Patisserie,3.6,350.0,Koramangala 4Th Block,Desserts,Mid-Range
Ny Pizza & Waffles,3.1,400.0,Electronic City,Pizza,Mid-Range
Ny Pizza And Waffles,2.8,300.0,Bellandur,Pizza,Budget-Friendly
Ny8Life,3.2,300.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Nys Kitchen,3.6,500.0,Whitefield,North Indian,Luxury Premium
O.G. Variar & Sons,4.8,200.0,Malleshwaram,Bakery,Budget-Friendly
O2 Juice Bar,3.5,200.0,Brookefield,Juices,Budget-Friendly
Oak Tavern,3.5,1000.0,Brookefield,Continental,Luxury Premium
Oakleaf,3.9,2000.0,Brookefield,Asian,Luxury Premium
Oasis Food Center,3.5,150.0,Basavanagudi,Fast Food,Budget-Friendly
Oasis Restaurant,2.9,550.0,Electronic City,North Indian,Luxury Premium
Ober Cafe,3.5,200.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Obsidian Sports And Music Bar -Gokulam Grand Hotel &...,3.7,2000.0,New Bel Road,Continental,Luxury Premium
Occasions,4.3,400.0,"Byresandra,Tavarekere,Madiwala",Bakery,Mid-Range
Ocea Hotel,3.7,800.0,Indiranagar,North Indian,Luxury Premium
Ocean,3.8,700.0,"Byresandra,Tavarekere,Madiwala",Mexican,Luxury Premium
Ocean'S Delight,3.4,700.0,Kalyan Nagar,Seafood,Luxury Premium
Odia By Nature,3.7,500.0,Brookefield,Oriya,Luxury Premium
Odia Dine,3.8,400.0,Indiranagar,Oriya,Mid-Range
Odians,3.1,500.0,Marathahalli,North Indian,Luxury Premium
Odisha Kitchen,3.1,500.0,Brookefield,Oriya,Luxury Premium
Odisha Platter,3.8,350.0,Brookefield,Oriya,Mid-Range
Odissi Restaurant,2.8,500.0,"Byresandra,Tavarekere,Madiwala",Oriya,Luxury Premium
Off D' Hook,3.7,800.0,Marathahalli,Continental,Luxury Premium
Office Lunch Box,3.6,200.0,Marathahalli,Andhra,Budget-Friendly
Oggarne,3.2,300.0,Jayanagar,South Indian,Budget-Friendly
Oh My Biryani,3.7,550.0,"Byresandra,Tavarekere,Madiwala",Biryani,Luxury Premium
Oh My Chaat,3.1,300.0,Brigade Road,Street Food,Budget-Friendly
Oh So Stoned!,4.1,250.0,Malleshwaram,Beverages,Budget-Friendly
Oh! Calcutta,4.4,1200.0,Brigade Road,Bengali,Luxury Premium
Oil Pump,3.7,1000.0,Koramangala 4Th Block,Finger Food,Luxury Premium
Oki,4.5,1200.0,Kalyan Nagar,Asian,Luxury Premium
Oko - The Lalit Ashok Bangalore,4.0,2200.0,Malleshwaram,Japanese,Luxury Premium
Old Mumbai Ice Cream,3.8,150.0,Basavanagudi,Ice Cream,Budget-Friendly
Old Stories,3.7,600.0,Electronic City,Bengali,Luxury Premium
Oldtown Dilli,4.1,750.0,"Byresandra,Tavarekere,Madiwala",Mughlai,Luxury Premium
Olive - Era,3.3,550.0,Banashankari,Bbq,Luxury Premium
Olive Bar And Kitchen,4.5,1800.0,Brigade Road,Mediterranean,Luxury Premium
Olive Garden,3.7,700.0,Kalyan Nagar,Arabian,Luxury Premium
Olive Tree,3.8,700.0,Rajajinagar,North Indian,Luxury Premium
Oliver Wraps,3.1,300.0,"Byresandra,Tavarekere,Madiwala",Rolls,Budget-Friendly
Oliver'S Pub & Diner,3.9,1500.0,Brookefield,Finger Food,Luxury Premium
Om Made Cafe,4.0,1300.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Om Meals & Paratha Junction,2.8,100.0,New Bel Road,North Indian,Budget-Friendly
Om Nom Thai,3.9,400.0,Hsr,Thai,Mid-Range
Om Sai Baba Mess,3.1,250.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Om Sai Dham Bombay Hotel,3.6,200.0,Marathahalli,North Indian,Budget-Friendly
Om Sai Punjabi Dhabha,3.4,250.0,Whitefield,North Indian,Budget-Friendly
Om Sai Ram Food Junction,3.7,200.0,New Bel Road,North Indian,Budget-Friendly
Om Sai Skanda Dosa Camp,3.9,150.0,Indiranagar,South Indian,Budget-Friendly
Om Shiva Shakthi Chats Centre,3.9,300.0,Banashankari,Street Food,Budget-Friendly
Om Sri Vinayaka Chats,2.8,500.0,Banashankari,Street Food,Luxury Premium
Om Sweets & Fast Food,3.4,200.0,Brookefield,North Indian,Budget-Friendly
Om Sweets & Snacks,3.9,150.0,"Byresandra,Tavarekere,Madiwala",Mithai,Budget-Friendly
Omg Biriyani,3.4,600.0,"Byresandra,Tavarekere,Madiwala",Biryani,Luxury Premium
Omleterian,3.3,200.0,Brookefield,American,Budget-Friendly
Om'S Cafe Prana,3.6,300.0,"Byresandra,Tavarekere,Madiwala",Cafe,Budget-Friendly
Omy Grill,3.8,300.0,Hsr,Biryani,Budget-Friendly
On The Go,2.8,400.0,Whitefield,North Indian,Mid-Range
On The Go Cafeteria,2.8,200.0,Sarjapur Road,Fast Food,Budget-Friendly
On The Nose,2.7,600.0,Koramangala 4Th Block,Cafe,Luxury Premium
Once In Nature,3.7,300.0,Bannerghatta Road,Healthy Food,Budget-Friendly
Once Upon A Flame,4.5,1200.0,"Byresandra,Tavarekere,Madiwala",Steak,Luxury Premium
Once Upon A Rooftop,4.3,1000.0,Basavanagudi,Pizza,Luxury Premium
One Atria Cafe,3.7,1600.0,Brigade Road,South Indian,Luxury Premium
One Chu Restaurant,3.9,600.0,Indiranagar,Chinese,Luxury Premium
One For The Road,4.1,1200.0,Whitefield,Continental,Luxury Premium
One In A Melon,4.1,300.0,Koramangala 7Th Block,Juices,Budget-Friendly
One Night In Bangkok,2.8,1400.0,Indiranagar,Asian,Luxury Premium
One Stop Maratha,3.1,250.0,Koramangala 4Th Block,Maharashtrian,Budget-Friendly
Onesta,4.3,600.0,Malleshwaram,Pizza,Luxury Premium
Online Cake And Flower.Com,3.2,500.0,Whitefield,Bakery,Luxury Premium
Only Parathas,2.8,450.0,Whitefield,North Indian,Luxury Premium
Only Sharjah,2.8,200.0,Bannerghatta Road,Beverages,Budget-Friendly
Ons Food,2.8,150.0,Indiranagar,North Indian,Budget-Friendly
Oogway Express,3.3,600.0,Sarjapur Road,Chinese,Luxury Premium
Ooh La La,3.6,500.0,Brookefield,North Indian,Luxury Premium
Oolala,3.5,600.0,Koramangala 6Th Block,Bakery,Luxury Premium
Oota Bangalore,4.6,1700.0,Brookefield,South Indian,Luxury Premium
Ootada Mane,2.9,600.0,Malleshwaram,South Indian,Luxury Premium
Oottupura,2.6,350.0,Malleshwaram,Kerala,Mid-Range
Oottupura Family Restaurant,3.4,400.0,Bannerghatta Road,Kerala,Mid-Range
Ooty Chocolates,3.3,300.0,Bellandur,Desserts,Budget-Friendly
Opel Lounge,3.2,700.0,Malleshwaram,Finger Food,Luxury Premium
Opt For Fitness,3.4,400.0,Kalyan Nagar,Continental,Mid-Range
Opus Club,4.4,1900.0,Bellandur,Continental,Luxury Premium
Opus Food Stories,4.5,1800.0,Sarjapur Road,Goan,Luxury Premium
Orbis Restaurant,3.9,750.0,Brookefield,Arabian,Luxury Premium
